004030D8       0 /db/export/parahome/simplescalar/benchmarks/mibench/telecomm/CRC32/input_large.asc
Cache il1:
Cache Set #0: misses - 1, hits - 61
Cache Set #1: misses - 2, hits - 95
Cache Set #2: misses - 5, hits - 98
Cache Set #3: misses - 5, hits - 119
Cache Set #4: misses - 5, hits - 113
Cache Set #5: misses - 3, hits - 96
Cache Set #6: misses - 3, hits - 87
Cache Set #7: misses - 7, hits - 61
Cache Set #8: misses - 8, hits - 52
Cache Set #9: misses - 6, hits - 73
Cache Set #10: misses - 7, hits - 72
Cache Set #11: misses - 6, hits - 64
Cache Set #12: misses - 4, hits - 234
Cache Set #13: misses - 5, hits - 214
Cache Set #14: misses - 4, hits - 80
Cache Set #15: misses - 5, hits - 75
Cache Set #16: misses - 2, hits - 38
Cache Set #17: misses - 7, hits - 88
Cache Set #18: misses - 6, hits - 206
Cache Set #19: misses - 7, hits - 274
Cache Set #20: misses - 6, hits - 293
Cache Set #21: misses - 6, hits - 420
Cache Set #22: misses - 6, hits - 328
Cache Set #23: misses - 8, hits - 278
Cache Set #24: misses - 7, hits - 81
Cache Set #25: misses - 6, hits - 87
Cache Set #26: misses - 6, hits - 95
Cache Set #27: misses - 7, hits - 124
Cache Set #28: misses - 8, hits - 139
Cache Set #29: misses - 9, hits - 155
Cache Set #30: misses - 9, hits - 124
Cache Set #31: misses - 6, hits - 122
Cache Set #32: misses - 6, hits - 125
Cache Set #33: misses - 9, hits - 127
Cache Set #34: misses - 9, hits - 130
Cache Set #35: misses - 8, hits - 92
Cache Set #36: misses - 8, hits - 34
Cache Set #37: misses - 4, hits - 35
Cache Set #38: misses - 2, hits - 29
Cache Set #39: misses - 2, hits - 31
Cache Set #40: misses - 1, hits - 24
Cache Set #41: misses - 1, hits - 10
Cache Set #42: misses - 3, hits - 28
Cache Set #43: misses - 3, hits - 64
Cache Set #44: misses - 5, hits - 152
Cache Set #45: misses - 5, hits - 495
Cache Set #46: misses - 8, hits - 541
Cache Set #47: misses - 11, hits - 277
Cache Set #48: misses - 11, hits - 249
Cache Set #49: misses - 7, hits - 362
Cache Set #50: misses - 7, hits - 330
Cache Set #51: misses - 5, hits - 282
Cache Set #52: misses - 5, hits - 225
Cache Set #53: misses - 4, hits - 179
Cache Set #54: misses - 5, hits - 179
Cache Set #55: misses - 5, hits - 286
Cache Set #56: misses - 5, hits - 135
Cache Set #57: misses - 4, hits - 73
Cache Set #58: misses - 5, hits - 83
Cache Set #59: misses - 5, hits - 67
Cache Set #60: misses - 4, hits - 65
Cache Set #61: misses - 4, hits - 39
Cache Set #62: misses - 3, hits - 45
Cache Set #63: misses - 8, hits - 66
Cache Set #64: misses - 8, hits - 68
Cache Set #65: misses - 6, hits - 30
Cache Set #66: misses - 3, hits - 95
Cache Set #67: misses - 7, hits - 132
Cache Set #68: misses - 13, hits - 85
Cache Set #69: misses - 14, hits - 123
Cache Set #70: misses - 13, hits - 112
Cache Set #71: misses - 7, hits - 1670
Cache Set #72: misses - 10, hits - 3339
Cache Set #73: misses - 10, hits - 3447
Cache Set #74: misses - 6, hits - 2354
Cache Set #75: misses - 16, hits - 299
Cache Set #76: misses - 13, hits - 174
Cache Set #77: misses - 8, hits - 186
Cache Set #78: misses - 5, hits - 208
Cache Set #79: misses - 3, hits - 165
Cache Set #80: misses - 7, hits - 173
Cache Set #81: misses - 8, hits - 356
Cache Set #82: misses - 8, hits - 215
Cache Set #83: misses - 9, hits - 198
Cache Set #84: misses - 7, hits - 223
Cache Set #85: misses - 9, hits - 84
Cache Set #86: misses - 2, hits - 69
Cache Set #87: misses - 2, hits - 72
Cache Set #88: misses - 2, hits - 59
Cache Set #89: misses - 2, hits - 38
Cache Set #90: misses - 2, hits - 33
Cache Set #91: misses - 3, hits - 50
Cache Set #92: misses - 3, hits - 73
Cache Set #93: misses - 3, hits - 110
Cache Set #94: misses - 2, hits - 67
Cache Set #95: misses - 1, hits - 65
Cache Set #96: misses - 1, hits - 38
Cache Set #97: misses - 2, hits - 50
Cache Set #98: misses - 2, hits - 108
Cache Set #99: misses - 2, hits - 120
Cache Set #100: misses - 4, hits - 98
Cache Set #101: misses - 5, hits - 83
Cache Set #102: misses - 2, hits - 61
Cache Set #103: misses - 5, hits - 119
Cache Set #104: misses - 5, hits - 135
